"COMPLICATION_ID","PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER","MEASURE_NAME","MEASURE_ID","COMPARED_TO_NATIONAL","DENOMINATOR","SCORE","LOWER_ESTIMATE","HIGHER_ESTIMATE","FOOTNOTE","MEASURE_START_DT","MEASURE_END_DT"
71,"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"2211","1.58","0.47","2.69",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
72,"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"751","0.24","0","1.33",,2013-07-01 00:00:00.000,2023-08-29 19:19:53.000
73,"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
74,"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"2085","0.36","0.05","0.67",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
82,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"6723","1.56","0.85","2.28",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
83,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"722","0.84","0","1.92",,2013-07-01 00:00:00.000,2023-08-29 19:19:53.000
77,"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.9","0.49","1.3",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
78,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"182","2.8","1.7","4.5",,2012-04-01 00:00:00.000,2023-08-29 19:19:53.000
79,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1928","2.84","0.22","5.45",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
80,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"273","10.26","3.88","16.65",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
81,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"313","1.95","0","4.09",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
84,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"92","155.98","113.47","198.49",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
85,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"6389","0.41","0.14","0.68",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
88,"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.8","0.54","1.06",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
89,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:19:53.000
90,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"44","5.06","0","10.26",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
91,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
92,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"7 - No cases met the criteria for this measure.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
93,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"51","1.4","0","2.87",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
94,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Pressure sores,PSI_3_ULCER,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2023-08-29 19:19:55.000
95,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"7 - No cases met the criteria for this measure.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
96,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"51","0.41","0.08","0.73",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
99,"10018",CALLAHAN EYE HOSPITAL,"1720 UNIVERSITY BLVD",BIRMINGHAM,AL,"35233",JEFFERSON,"2053258100",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.88","0.39","1.38",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
100,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"372","1.8","1.1","3",,2012-04-01 00:00:00.000,2023-08-29 19:19:56.000
101,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1236","4.16","0.8","7.52",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
102,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
103,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"180","2.1","0","4.32",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
104,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"5856","2.13","1.19","3.07",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
105,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2609","0.14","0","0.94",,2013-07-01 00:00:00.000,2023-08-29 19:19:56.000
106,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"389","0.37","0","1.7",,2013-07-01 00:00:00.000,2023-08-29 19:19:56.000
107,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"30","135.38","83.46","187.3",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
108,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"5745","0.44","0.15","0.74",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
122,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"1.01","0.56","1.46",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
123,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:19:58.000
111,"10019",HELEN KELLER MEMORIAL HOSPITAL,"1300 SOUTH MONTGOMERY AVENUE",SHEFFIELD,AL,"35660",COLBERT,"2563864556",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.98","0.66","1.31",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
112,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"51","3.9","2.3","6.6",,2012-04-01 00:00:00.000,2023-08-29 19:19:57.000
113,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"154","6.4","1.6","11.2",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
114,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"38","9.43","1.39","17.46",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
115,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
116,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"1422","1.7","0.37","3.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
117,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"453","0.35","0","1.65",,2013-07-01 00:00:00.000,2023-08-29 19:19:57.000
118,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
119,"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"1389","0.38","0.06","0.7",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
124,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
127,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"826","1.26","0","2.65",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
125,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
126,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
128,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"7 - No cases met the criteria for this measure.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
129,"10022",CHEROKEE MEDICAL CENTER,"400 NORTHWOOD DR",CENTRE,AL,"35960",CHEROKEE,"2569275531",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"816","0.4","0.07","0.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
402,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"2947","2.32","1.17","3.47",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
397,"10062",WIREGRASS MEDICAL CENTER,"1200 W MAPLE AVENUE",GENEVA,AL,"36340",GENEVA,"3346843655",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.89","0.42","1.37",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
398,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"87","3.3","1.9","5.2",,2012-04-01 00:00:00.000,2023-08-29 19:20:26.000
399,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"515","4.8","0.65","8.96",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
400,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"38","9.51","1.44","17.59",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
401,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"61","2.23","0","4.52",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
403,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"734","0.9","0","2.02",,2013-07-01 00:00:00.000,2023-08-29 19:20:27.000
404,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"29","123.43","72.91","173.95",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
405,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"2921","0.6","0.29","0.9",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
416,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"1217","0.4","0.07","0.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
422,"10073",CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270",ASHLAND,AL,"36251",CLAY,"2563542131",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"7 - No cases met the criteria for this measure.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
408,"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"1.14","0.75","1.53",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
409,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:20:27.000
410,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"57","4.91","0","10.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
411,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
412,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"27","2.29","0","4.6",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
413,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"1248","1.18","0","2.54",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
414,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"404","0.38","0","1.73",,2013-07-01 00:00:00.000,2023-08-29 19:20:27.000
415,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
423,"10073",CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270",ASHLAND,AL,"36251",CLAY,"2563542131",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
419,"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.81","0.34","1.28",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
420,"10073",CLAY COUNTY HOSPITAL,"83825 HIGHWAY 9    P O BOX 1270",ASHLAND,AL,"36251",CLAY,"2563542131",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:20:29.000
